city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Muscat,Two,Three,Fully furnished,140,Sixth floor and up,One to five years,Yearly,550
Muscat,Two,Three,Not furnished,130,Sixth floor and up,One to five years,Yearly,375
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,250
Dhofar,Two,Two,Fully furnished,70,First floor,Zero to eleven months,Daily,17
Muscat,One,One,Fully furnished,88,Ground floor,Zero to eleven months,Daily,50
Muscat,Two,Two,Fully furnished,200,Second floor,One to five years,Monthly,250
Muscat,Two,Two,Not furnished,120,Second floor,Zero to eleven months,Yearly,300
Muscat,Two,Three,Not furnished,120,First floor,Zero to eleven months,Yearly,220
Dhofar,Two,One,Fully furnished,400,Ground floor,Six to nine years,Yearly,130
Dhofar,Two,One,Fully furnished,50,Ground floor,One to five years,Daily,20
Ash Sharqiyah,Two,Two,Partially furnished,120,Ground floor,Zero to eleven months,Monthly,80
Dhofar,Three,Two,Fully furnished,125,Ground floor,One to five years,Daily,22
Muscat,Three,Three,Not furnished,200,Ground floor,One to five years,Monthly,250
Al Batinah,Two,Two,Not furnished,50,Ground floor,Six to nine years,Yearly,55
Muscat,Four,Four,Not furnished,380,First floor,ten to nineteen years,Monthly,300
Dhofar,Three,Two,Fully furnished,150,Ground floor,One to five years,Yearly,160
Dhofar,Two,Two,Fully furnished,120,First floor,One to five years,Yearly,140
Dhofar,One,One,Fully furnished,90,First floor,One to five years,Yearly,110
Dhofar,Two,One,Fully furnished,120,Ground floor,Six to nine years,Yearly,120
Dhofar,Two,Two,Fully furnished,120,First floor,One to five years,Yearly,125
Dhofar,Two,Two,Fully furnished,120,Second floor,One to five years,Daily,55
Muscat,Two,Two,Not furnished,150,Second floor,Zero to eleven months,Monthly,200
Dhofar,Three,Three,Fully furnished,408,First floor,One to five years,Daily,35
Dhofar,One,One,Fully furnished,100,Basement floor,Six to nine years,Monthly,10
Dhofar,Two,Two,Fully furnished,86,Second floor,One to five years,Monthly,100
Dhofar,Two,One,Fully furnished,300,First floor,ten to nineteen years,Monthly,100
Muscat,Two,Two,Not furnished,150,Third floor,One to five years,Monthly,150
Muscat,Two,Two,Fully furnished,95,First floor,One to five years,Monthly,275
Dhofar,Three,Two,Fully furnished,85,Ground floor,One to five years,Daily,17
Muscat,One,Two,Fully furnished,89,Sixth floor and up,One to five years,Daily,25
Ad Dhahirah,One,One,Fully furnished,160,Second floor,Zero to eleven months,Daily,15
Dhofar,Two,Two,Fully furnished,450,Fifth floor,Zero to eleven months,Daily,17
Muscat,Two,Three,Not furnished,120,First floor,One to five years,Monthly,230
Dhofar,Two,Two,Fully furnished,300,Ground floor,One to five years,Daily,10
Muscat,Four,Four,Not furnished,144,Ground floor,Six to nine years,Monthly,250
Ad Dakhiliyah,One,One,Fully furnished,200,First floor,One to five years,Daily,20
Ad Dakhiliyah,Two,Three,Fully furnished,200,First floor,One to five years,Daily,25
Dhofar,Two,Two,Fully furnished,200,First floor,One to five years,Daily,20
Muscat,One,Two,Fully furnished,170,Second floor,One to five years,Monthly,270
Ad Dakhiliyah,Three,Three,Fully furnished,140,First floor,One to five years,Yearly,90
Al Batinah,Three,Three,Not furnished,100,Ground floor,One to five years,Monthly,150
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Yearly,210
Muscat,One,One,Not furnished,80,First floor,One to five years,Yearly,450
Dhofar,Three,Three,Fully furnished,133,Ground floor,Zero to eleven months,Yearly,170
Muscat,One,Two,Fully furnished,90,Second floor,Zero to eleven months,Monthly,240
Ash Sharqiyah,Two,Two,Fully furnished,110,Ground floor,Zero to eleven months,Daily,20
Muscat,Two,Two,Not furnished,100,Sixth floor and up,Six to nine years,Yearly,240
Ash Sharqiyah,Three,Two,Not furnished,100,First floor,ten to nineteen years,Monthly,125
Muscat,Two,Two,Not furnished,150,Third floor,Zero to eleven months,Yearly,260
Muscat,Two,Three,Not furnished,250,Third floor,ten to nineteen years,Monthly,220
Muscat,Two,Two,Not furnished,90,Fourth floor,Zero to eleven months,Monthly,220
Dhofar,Three,Two,Fully furnished,200,Second floor,Zero to eleven months,Daily,25
Muscat,Three,Three,Fully furnished,158,Second floor,Six to nine years,Daily,15
Dhofar,Two,Two,Fully furnished,250,Ground floor,One to five years,Daily,19
Muscat,Two,Three,Not furnished,100,Third floor,Zero to eleven months,Monthly,300
Al Batinah,Two,One,Partially furnished,60,First floor,One to five years,Monthly,120
Al Batinah,Two,Two,Not furnished,130,First floor,Zero to eleven months,Monthly,125
Al Batinah,Two,Two,Not furnished,90,First floor,One to five years,Monthly,120
Dhofar,One,One,Fully furnished,65,Ground floor,One to five years,Daily,35
Dhofar,Two,Two,Fully furnished,90,First floor,One to five years,Daily,30
Al Batinah,Two,Two,Not furnished,90,Second floor,Zero to eleven months,Monthly,70
Dhofar,Two,Two,Fully furnished,190,First floor,One to five years,Monthly,20
Dhofar,Two,Two,Fully furnished,90,Second floor,One to five years,Daily,20
Al Batinah,Two,Two,Partially furnished,50,First floor,One to five years,Monthly,130
Muscat,Two,Two,Fully furnished,220,Second floor,Zero to eleven months,Daily,35
Dhofar,Two,One,Fully furnished,111,Ground floor,One to five years,Daily,15
Dhofar,Studio,One,Fully furnished,212,First floor,One to five years,Daily,14
Dhofar,One,One,Fully furnished,111,First floor,One to five years,Daily,12
Muscat,Two,Two,Not furnished,140,Ground floor,One to five years,Monthly,600
Muscat,Three,Four,Not furnished,250,Ground floor,One to five years,Yearly,400
Muscat,Two,Three,Not furnished,200,Ground floor,One to five years,Yearly,220
Muscat,One,Two,Not furnished,100,Third floor,One to five years,Yearly,180
Muscat,Two,Two,Not furnished,130,Second floor,One to five years,Yearly,225
Al Batinah,Two,Two,Not furnished,100,Ground floor,One to five years,Monthly,100
Muscat,One,Two,Fully furnished,90,First floor,One to five years,Monthly,250
Ash Sharqiyah,Two,Three,Not furnished,400,Ground floor,One to five years,Yearly,170
Muscat,Five,Five or more,Not furnished,200,First floor,Zero to eleven months,Yearly,300
Muscat,One,Two,Fully furnished,388,Second floor,One to five years,Daily,15
Muscat,One,Two,Not furnished,68,Sixth floor and up,One to five years,Yearly,160
Dhofar,Two,Two,Fully furnished,100,Ground floor,Six to nine years,Monthly,120
Dhofar,Three,Two,Fully furnished,126,Ground floor,One to five years,Daily,20
Muscat,One,Two,Fully furnished,50,Third floor,Six to nine years,Daily,13
Ash Sharqiyah,Studio,Two,Fully furnished,100,Ground floor,Zero to eleven months,Daily,70
Muscat,Two,Two,Partially furnished,98,Third floor,One to five years,Monthly,370
Dhofar,Three,Two,Fully furnished,103,First floor,Zero to eleven months,Monthly,140
Muscat,Two,Two,Not furnished,120,Third floor,Six to nine years,Monthly,150
Muscat,Three,Three,Partially furnished,400,First floor,Six to nine years,Yearly,400
Dhofar,Three,Two,Fully furnished,72,Second floor,One to five years,Daily,30
Muscat,Three,Three,Not furnished,160,Ground floor,One to five years,Monthly,150
Muscat,Three,Two,Not furnished,83,Ground floor,Six to nine years,Monthly,150
Al Batinah,Two,Three,Fully furnished,120,First floor,One to five years,Daily,10
Muscat,Two,Two,Fully furnished,120,Fifth floor,One to five years,Monthly,300
Muscat,Two,Two,Not furnished,120,Sixth floor and up,One to five years,Yearly,350
Muscat,Two,Two,Not furnished,89,Sixth floor and up,Six to nine years,Yearly,375
Muscat,Three,Three,Partially furnished,150,First floor,ten to nineteen years,Monthly,320
Dhofar,Two,Two,Fully furnished,80,Ground floor,One to five years,Monthly,90
Dhofar,Three,One,Partially furnished,160,Ground floor,ten to nineteen years,Yearly,15
Muscat,Two,Three,Not furnished,130,Third floor,One to five years,Yearly,285
Muscat,Three,Four,Not furnished,150,Sixth floor and up,One to five years,Yearly,425
Muscat,Two,Three,Not furnished,130,Second floor,One to five years,Yearly,350
Muscat,One,Three,Not furnished,107,Second floor,Zero to eleven months,Monthly,400
Muscat,Three,Three,Partially furnished,93,Third floor,Six to nine years,Monthly,140
Muscat,Two,Two,Not furnished,120,Third floor,Six to nine years,Yearly,190
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,220
Muscat,Two,Three,Not furnished,125,Second floor,One to five years,Yearly,250
Muscat,Studio,One,Not furnished,50,First floor,One to five years,Monthly,145
Muscat,Two,Two,Not furnished,130,Fourth floor,One to five years,Yearly,170
Muscat,Two,Two,Partially furnished,50,First floor,Six to nine years,Monthly,165
Dhofar,Two,Two,Fully furnished,600,Ground floor,One to five years,Daily,16
Muscat,Three,Three,Partially furnished,118,First floor,Six to nine years,Monthly,160
Dhofar,Three,One,Fully furnished,70,First floor,Six to nine years,Monthly,100
Muscat,Studio,One,Not furnished,50,First floor,Six to nine years,Monthly,145
Muscat,Two,Two,Not furnished,110,Fourth floor,One to five years,Yearly,375
Muscat,Two,Three,Not furnished,100,Fourth floor,Zero to eleven months,Yearly,300
Muscat,Two,Three,Not furnished,130,Second floor,One to five years,Yearly,350
Muscat,Two,Three,Not furnished,140,Sixth floor and up,One to five years,Yearly,375
Muscat,Two,Two,Not furnished,90,Second floor,One to five years,Yearly,160
Dhofar,Two,One,Partially furnished,300,Ground floor,One to five years,Yearly,120
Ash Sharqiyah,Two,Two,Not furnished,100,First floor,One to five years,Monthly,100
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,250
Muscat,Three,Three,Not furnished,150,First floor,Six to nine years,Yearly,350
Muscat,Two,Two,Fully furnished,120,First floor,Six to nine years,Yearly,525
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,330
Muscat,Two,Two,Not furnished,120,First floor,Six to nine years,Yearly,300
Dhofar,One,One,Fully furnished,200,Ground floor,One to five years,Daily,12
Muscat,Three,Three,Partially furnished,108,First floor,One to five years,Monthly,100
Dhofar,Two,Two,Fully furnished,150,First floor,One to five years,Daily,20
Al Batinah,Two,Two,Not furnished,100,Third floor,One to five years,Yearly,100
Muscat,Two,Two,Not furnished,110,Second floor,One to five years,Monthly,230
Muscat,Two,Three,Fully furnished,85,Second floor,One to five years,Yearly,250
Muscat,Studio,One,Not furnished,200,First floor,Zero to eleven months,Monthly,130
Muscat,Two,Three,Not furnished,250,Second floor,One to five years,Yearly,160
Muscat,Three,Three,Not furnished,250,Second floor,One to five years,Yearly,160
Muscat,Two,Two,Not furnished,107,Ground floor,Six to nine years,Yearly,650
Ad Dakhiliyah,One,One,Not furnished,100,Basement floor,Six to nine years,Monthly,80
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Monthly,150
Muscat,Three,Three,Not furnished,240,Ground floor,Zero to eleven months,Monthly,220
Muscat,One,Two,Fully furnished,75,First floor,ten to nineteen years,Monthly,650
Muscat,Three,Three,Not furnished,101,First floor,One to five years,Monthly,150
Dhofar,Three,Three,Fully furnished,500,Ground floor,One to five years,Daily,35
Dhofar,Three,Three,Fully furnished,300,Ground floor,Zero to eleven months,Daily,20
Dhofar,Two,Two,Fully furnished,180,First floor,Zero to eleven months,Monthly,110
Muscat,Two,Two,Not furnished,150,Sixth floor and up,One to five years,Monthly,180
Muscat,Three,Two,Not furnished,130,First floor,Six to nine years,Monthly,140
Dhofar,Three,Four,Fully furnished,200,Ground floor,One to five years,Daily,50
Muscat,One,One,Not furnished,100,Second floor,One to five years,Monthly,110
Dhofar,Two,Two,Fully furnished,100,Third floor,Zero to eleven months,Monthly,120
Al Batinah,Two,Two,Not furnished,200,Ground floor,One to five years,Yearly,130
Al Batinah,Two,Two,Not furnished,150,Ground floor,One to five years,Monthly,120
Al Batinah,Two,Two,Not furnished,555,First floor,Zero to eleven months,Yearly,110
Muscat,Three,Three,Not furnished,600,First floor,One to five years,Monthly,100
Ash Sharqiyah,Three,Three,Not furnished,198,First floor,Twenty years or more,Monthly,100
Muscat,Three,Three,Not furnished,180,First floor,One to five years,Yearly,330
Ad Dhahirah,Four,Two,Not furnished,110,Second floor,Twenty years or more,Monthly,150
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,200
Muscat,Three,Four,Fully furnished,200,Second floor,One to five years,Yearly,340
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,75,Ground floor,ten to nineteen years,Monthly,135
Muscat,Three,Three,Partially furnished,130,First floor,One to five years,Monthly,150
Muscat,Three,Three,Not furnished,150,First floor,Zero to eleven months,Yearly,450
Muscat,Two,Two,Fully furnished,120,First floor,One to five years,Yearly,350
Muscat,Three,Two,Not furnished,110,First floor,One to five years,Monthly,160
Muscat,One,One,Partially furnished,70,Ground floor,Zero to eleven months,Monthly,140
Muscat,One,One,Fully furnished,150,Basement floor,Zero to eleven months,Daily,15
Muscat,One,One,Fully furnished,450,Ground floor,Zero to eleven months,Monthly,15
Muscat,Studio,One,Not furnished,70,Ground floor,Zero to eleven months,Monthly,135
Muscat,One,One,Not furnished,60,Sixth floor and up,Six to nine years,Yearly,180
Muscat,Two,Three,Not furnished,140,Sixth floor and up,One to five years,Yearly,400
Dhofar,Five,Five or more,Fully furnished,300,First floor,ten to nineteen years,Daily,40
Muscat,Three,Three,Not furnished,250,First floor,One to five years,Monthly,130
Muscat,Two,Two,Fully furnished,100,First floor,One to five years,Daily,25
Dhofar,One,One,Fully furnished,130,Ground floor,One to five years,Daily,20
Dhofar,Two,Two,Fully furnished,200,First floor,Zero to eleven months,Daily,18
Muscat,Two,Two,Not furnished,112,Fourth floor,One to five years,Monthly,200
Muscat,One,Two,Not furnished,70,Second floor,One to five years,Yearly,270
Muscat,Three,Three,Not furnished,150,Sixth floor and up,One to five years,Yearly,500
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Daily,23
Dhofar,Studio,One,Fully furnished,150,First floor,One to five years,Yearly,80
Muscat,Five,Four,Not furnished,500,Second floor,Six to nine years,Monthly,300
Ad Dakhiliyah,Two,Two,Not furnished,120,Second floor,One to five years,Monthly,100
Dhofar,Two,Two,Fully furnished,300,First floor,One to five years,Daily,20
Muscat,Two,Two,Not furnished,90,Second floor,Zero to eleven months,Monthly,180
Muscat,One,One,Fully furnished,200,Second floor,One to five years,Monthly,250
Muscat,One,Two,Not furnished,68,First floor,One to five years,Yearly,300
Muscat,Three,Two,Not furnished,150,Second floor,Six to nine years,Yearly,320
Muscat,One,One,Not furnished,250,First floor,One to five years,Yearly,80
Muscat,Three,Two,Not furnished,250,Second floor,One to five years,Yearly,230
Muscat,Three,Two,Not furnished,250,Second floor,One to five years,Yearly,210
Muscat,Five,Five or more,Not furnished,250,Ground floor,One to five years,Yearly,500
Muscat,Three,Two,Not furnished,250,Third floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,250,Second floor,One to five years,Yearly,160
Muscat,Three,Two,Not furnished,125,Ground floor,Six to nine years,Monthly,150
Muscat,Three,Three,Not furnished,117,Second floor,One to five years,Yearly,200
Muscat,Two,Two,Not furnished,120,Second floor,One to five years,Yearly,260
Al Wusta,Two,Two,Fully furnished,50,Basement floor,Zero to eleven months,Daily,25
Muscat,Two,Two,Not furnished,130,Second floor,One to five years,Monthly,140
Muscat,One,Two,Not furnished,200,First floor,One to five years,Yearly,200
Muscat,Three,Three,Not furnished,170,Sixth floor and up,One to five years,Yearly,500
Muscat,One,One,Not furnished,99,Ground floor,One to five years,Yearly,550
